DealId,Pool,Loan,Price
183,pool_1,103495106,193545.840539178
184,pool_1,103497009,207905.952330052
185,pool_1,103497103,245793.447313357
186,pool_1,103497584,401924.908031288
187,pool_1,103498954,245313.887645253
188,pool_1,103499056,165564.542338356
189,pool_1,103501058,304197.553790547
190,pool_1,103502442,403634.007190002
191,pool_1,103503033,159861.810185068
192,pool_1,103504837,329653.376559506
193,pool_1,3000564879,100623.199136986
194,pool_1,3000575127,125669.949040548
195,pool_1,3000582241,126011.897328768
196,pool_1,3000584809,208766.14175132
197,pool_1,3200058914,122794.928326296
198,pool_1,3200062660,355909.725156656
199,pool_1,3800032641,115629.775257534
200,pool_1,600138242,206128.74867726
201,pool_1,600139488,448105.460835617
202,pool_1,600139632,487449.013076239
203,pool_1,600141079,150127.490502281
204,pool_1,600141307,275829.482732876
205,pool_1,600143128,406450.784708081
206,pool_1,600143948,294293.077705205
207,pool_1,600144130,395590.620725479
208,pool_1,600144439,306988.545697747
209,pool_1,600144677,425126.093363945
210,pool_1,600144713,438986.135243834
211,pool_1,600144928,318998.116187398
212,pool_1,600145417,320158.88089863
213,pool_1,600145458,297546.537453424
214,pool_1,600145492,373032.700411235
215,pool_1,600145613,423848.165063014
216,pool_1,600146210,365909.795200892
217,pool_1,600146576,178195.180472055
218,pool_1,600146905,222907.731078904
219,pool_10,103337294,142523.133078714
220,pool_10,103390162,197861.821857661
221,pool_10,103391560,474536.654994516
222,pool_10,103391895,406299.414656924
223,pool_10,103392396,108922.667777555
224,pool_10,103392707,252033.835852366
225,pool_10,103395621,241663.20040095
226,pool_10,103396931,400490.630098713
227,pool_10,103397099,174693.096695593
228,pool_10,103397626,330310.209835126
229,pool_10,103399170,228409.756537019
230,pool_10,103401284,126590.153168765
231,pool_10,103401398,257085.481235949
232,pool_10,103402455,480620.217058553
233,pool_10,103402475,381263.820082733
234,pool_10,103402686,161751.128649945
235,pool_10,103403165,433912.059402812
236,pool_10,103407768,176183.436530308
237,pool_10,103408926,85649.9343270674
238,pool_10,103409002,578288.03780755
239,pool_10,103409533,134167.525753679
240,pool_10,103411641,367073.067024227
241,pool_10,103411781,467963.178118367
242,pool_10,103412918,234587.382000519
243,pool_10,103415935,223250.063314728
244,pool_10,103416586,399889.253930067
245,pool_10,103416770,589601.585551586
246,pool_10,103417629,410616.228128366
247,pool_10,103417902,322597.332465264
248,pool_10,103418846,617727.619810352
249,pool_10,103419317,200037.95575312
250,pool_10,103419571,193654.479115168
251,pool_10,103419765,122714.00216052
252,pool_10,103419785,484810.360090262
253,pool_10,103420804,179555.024168111
254,pool_10,103421506,281159.553702016
255,pool_10,103421508,149874.983862792
256,pool_10,103421732,169520.993420835
257,pool_10,103422272,282721.886711899
258,pool_10,103422386,277655.831164012
259,pool_10,103423137,387140.852790473
260,pool_10,103423456,107776.496714566
261,pool_10,103423917,324668.599871126
262,pool_10,103424027,493363.428834878
263,pool_10,103424320,304664.972865977
264,pool_10,103424434,226949.145725732
265,pool_10,103424716,286564.139270805
266,pool_10,103425210,181682.369882527
267,pool_10,103425481,439570.473162664
268,pool_10,103425640,431671.04486235
269,pool_10,103425788,274352.801194403
270,pool_10,103425841,214779.32469334
271,pool_10,103426139,308389.680787207
272,pool_10,103426244,192316.228441315
273,pool_10,103426469,428598.196528265
274,pool_10,103426481,161561.432863701
275,pool_10,103426797,256241.36970298
276,pool_10,103427209,262872.665753027
277,pool_10,103427238,423067.930559722
278,pool_10,103427249,366839.619107476
279,pool_10,103427308,368707.451252872
280,pool_10,103427331,204069.411745786
281,pool_10,103427567,327983.646081691
282,pool_10,103428104,333412.884965932
283,pool_10,103428417,529048.071686189
284,pool_10,103428464,139126.12167408
285,pool_10,103428520,234093.655098277
286,pool_10,103428554,256290.057940762
287,pool_10,103428961,183053.108013424
288,pool_10,103429102,393673.020204879
289,pool_10,103429505,253830.354143447
290,pool_10,103429553,281384.441810206
291,pool_10,103430032,347226.313629382
292,pool_10,103430046,260634.685479056
293,pool_10,103430210,132761.278997921
294,pool_10,103430265,195478.823775709
295,pool_10,103430326,333873.130828948
296,pool_10,103430731,127322.772705289
297,pool_10,103430828,274580.256640488
298,pool_10,103430834,165943.498671021
299,pool_10,103430989,347186.693704955
300,pool_10,103431066,298779.044013257
301,pool_10,103431488,240975.124672968
302,pool_10,103431648,556709.112759739
303,pool_10,103432033,216916.480498454
304,pool_10,103432290,183509.90936479
305,pool_10,103432395,552077.442636156
306,pool_10,103432576,247298.727929656
307,pool_10,103432765,187376.361556254
308,pool_10,103432918,260267.500252336
309,pool_10,103432930,321171.371917392
310,pool_10,103433084,509878.381084837
311,pool_10,103433094,251021.2485256
312,pool_10,103433103,529796.912222484
313,pool_10,103433164,151898.731397082
314,pool_10,103433476,268793.42595165
315,pool_10,103433499,201390.95575316
316,pool_10,103433694,400232.874930976
317,pool_10,103433722,153273.977629875
318,pool_10,103433757,186547.302479167
319,pool_10,103434116,407984.682177054
320,pool_10,103434507,264137.669948233
321,pool_10,103434609,251260.643966894
322,pool_10,103434774,391130.970718582
323,pool_10,103434818,377231.111141536
324,pool_10,103434944,237541.836324978
325,pool_10,103435202,401095.322300764
326,pool_10,103435216,248652.652215378
327,pool_10,103435271,496291.136547206
328,pool_10,103435321,258807.351095505
329,pool_10,103435403,248911.748794154
330,pool_10,103435458,222399.048557888
331,pool_10,103435521,391558.96253429
332,pool_10,103435539,537697.265654414
333,pool_10,103435638,332371.666500142
334,pool_10,103435834,375568.115170668
335,pool_10,103436188,370395.258142077
336,pool_10,103436414,374308.519899564
337,pool_10,103436497,256413.318596548
338,pool_10,103436552,309918.420565292
339,pool_10,103436757,193959.564626527
340,pool_10,103436796,296791.414282092
341,pool_10,103437565,427886.071858266
342,pool_10,103437585,199781.589327299
343,pool_10,103437662,290508.071356266
344,pool_10,103437730,174590.101510009
345,pool_10,103437773,243569.386639668
346,pool_10,103437831,510901.948374973
347,pool_10,103438180,204474.731525831
348,pool_10,103438256,286039.548201154
349,pool_10,103438258,255573.090157007
350,pool_10,103438261,207623.334297669
351,pool_10,103438516,154478.165306565
352,pool_10,103438601,468962.995032408
353,pool_10,103438771,249289.928794154
354,pool_10,103438922,201616.460156613
355,pool_10,103439040,204955.159845588
356,pool_10,103439110,265287.094391804
357,pool_10,103439428,248341.700162125
358,pool_10,103439479,533811.175328932
359,pool_10,103439527,250049.627305256
360,pool_10,103439948,293236.463856266
361,pool_10,103440403,181435.198579481
362,pool_10,103440624,316596.336609117
363,pool_10,103440828,235201.906551017
364,pool_10,103440891,289977.549722797
365,pool_10,103441100,265901.937792073
366,pool_10,103441228,391303.127043928
367,pool_10,103441261,298794.984712293
368,pool_10,103441351,593692.46497169
369,pool_10,103441520,249095.193530056
370,pool_10,103441836,206802.801521452
371,pool_10,103441864,290727.581999554
372,pool_10,103441930,230731.294838307
373,pool_10,103442017,235160.861910721
374,pool_10,103442037,485705.923662616
375,pool_10,103442168,241557.463260853
376,pool_10,103442260,177047.400215958
377,pool_10,103442270,255591.394191396
378,pool_10,103442290,231444.309923564
379,pool_10,103442292,238677.105668009
380,pool_10,103442420,309625.825259803
381,pool_10,103442430,284462.719618426
382,pool_10,103442619,583623.006153589
383,pool_10,103442632,175919.21654084
384,pool_10,103442751,488136.849417293
385,pool_10,103442854,357212.005303565
386,pool_10,103442856,199115.419439026
387,pool_10,103442893,159664.365326428
388,pool_10,103443122,204157.647376402
389,pool_10,103443138,205420.998164144
390,pool_10,103443147,332234.167250352
391,pool_10,103443231,461543.697482167
392,pool_10,103443241,271951.305818112
393,pool_10,103443385,531562.096149894
394,pool_10,103443420,241510.052099955
395,pool_10,103443444,314938.188496614
396,pool_10,103443548,167728.512732623
397,pool_10,103443660,246623.810117928
398,pool_10,103443682,115021.73473633
399,pool_10,103443706,265661.330691373
400,pool_10,103443778,308752.554537207
401,pool_10,103443810,242114.040006038
402,pool_10,103443817,412530.32742403
403,pool_10,103443822,209860.77768263
404,pool_10,103443862,381064.442954263
405,pool_10,103443999,298161.08178037
406,pool_10,103444094,242836.238376884
407,pool_10,103444125,223990.785410611
408,pool_10,103444286,228945.132932362
409,pool_10,103444291,202030.37904079
410,pool_10,103444429,232715.191951752
411,pool_10,103444518,201218.624884638
412,pool_10,103444606,385371.622047371
413,pool_10,103444615,504914.480105509
414,pool_10,103444617,201085.939160575
415,pool_10,103444630,236573.444622929
416,pool_10,103444739,215088.831934603
417,pool_10,103444862,385320.015916374
418,pool_10,103445039,203723.430562884
419,pool_10,103445055,282782.093711899
420,pool_10,103445124,324322.372186224
421,pool_10,103445258,156377.22656956
422,pool_10,103445284,202621.047735311
423,pool_10,103445689,277743.257966708
424,pool_10,103445744,192479.216098384
425,pool_10,103445764,298747.444207606
426,pool_10,103445810,189906.066584097
427,pool_10,103445969,145331.541659556
428,pool_10,103445973,249637.751591149
429,pool_10,103446019,226356.73392089
430,pool_10,103446034,168959.792930215
431,pool_10,103446037,213868.205611797
432,pool_10,103446152,399917.735571415
433,pool_10,103446194,156569.81236753
434,pool_10,103446342,161232.527866875
435,pool_10,103446434,375101.196061076
436,pool_10,103446438,538624.712078863
437,pool_10,103446507,389488.373232278
438,pool_10,103446559,330831.571016969
439,pool_10,103446642,102718.646820052
440,pool_10,103446771,227120.707629791
441,pool_10,103446994,155441.461415005
442,pool_10,103447016,528019.398431082
443,pool_10,103447157,344419.651314547
444,pool_10,103447295,469443.129806874
445,pool_10,103447431,413799.519122661
446,pool_10,103447554,451719.145715058
447,pool_10,103447610,414277.77246516
448,pool_10,103447730,314283.69668891
449,pool_10,103447838,257123.013280343
450,pool_10,103447847,133421.239674471
451,pool_10,103447974,395699.655149169
452,pool_10,103448015,423860.142567779
453,pool_10,103448055,355901.037147703
454,pool_10,103448117,335217.998127402
455,pool_10,103448136,682751.846296233
456,pool_10,103448147,157194.722576584
457,pool_10,103448211,158485.023698124
458,pool_10,103448213,282174.614766698
459,pool_10,103448544,215568.117100642
460,pool_10,103448731,393147.249398718
461,pool_10,103448749,259329.799492028
462,pool_10,103448784,173298.16962649
463,pool_10,103448862,273660.852697402
464,pool_10,103448894,417661.860295783
465,pool_10,103449005,273599.831226006
466,pool_10,103449061,210040.734040775
467,pool_10,103449136,485125.570634616
468,pool_10,103449191,282970.37745682
469,pool_10,103449228,347966.422581663
470,pool_10,103449331,344630.681369345
471,pool_10,103449344,232600.604116089
472,pool_10,103449467,378827.271243435
473,pool_10,103449500,339433.81665978
474,pool_10,103449660,219223.540214536
475,pool_10,103449668,256473.188242755
476,pool_10,103449686,481705.056525967
477,pool_10,103449808,406051.024642903
478,pool_10,103450037,292000.082898737
479,pool_10,103450040,595125.396177168
480,pool_10,103450070,311940.066632914
481,pool_10,103450078,202737.67904079
482,pool_10,103450237,204631.970084884
483,pool_10,103450254,215635.618063554
484,pool_10,103450373,338795.898206269
485,pool_10,103450481,285006.185613276
486,pool_10,103450486,343047.93642076
487,pool_10,103450538,276043.219253062
488,pool_10,103450585,327397.05526922
489,pool_10,103450725,252952.432355785
490,pool_10,103451012,210103.482664394
491,pool_10,103451014,317278.332296271
492,pool_10,103451051,323215.217691353
493,pool_10,103451073,228159.409130215
494,pool_10,103451138,182653.901447023
495,pool_10,103451174,218134.906499666
496,pool_10,103451179,242709.860126017
497,pool_10,103451198,433390.508815892
498,pool_10,103451238,262502.815753027
499,pool_10,103451324,491447.586047035
500,pool_10,103451350,345811.671369345
501,pool_10,103451442,152661.835849136
502,pool_10,103451549,323162.701987517
503,pool_10,103451575,239306.920044858
504,pool_10,103451602,345906.068424132
505,pool_10,103451618,158948.728036057
506,pool_10,103451664,327210.046848818
507,pool_10,103451686,473146.552136361
508,pool_10,103451876,185869.153619928
509,pool_10,103451883,303281.38631338
510,pool_10,103452052,325934.796359003
511,pool_10,103452093,319833.010035416
512,pool_10,103452151,250824.6596914
513,pool_10,103452164,271734.509314713
514,pool_10,103452258,417444.637040457
515,pool_10,103452396,391219.351129542
516,pool_10,103452426,414982.22016193
517,pool_10,103452457,102331.230721819
518,pool_10,103452503,187450.018129848
519,pool_10,103452601,154874.186708869
520,pool_10,103452653,219377.707333912
521,pool_10,103452703,231633.231070581
522,pool_10,103452777,192019.609496831
523,pool_10,103452966,254188.233940761
524,pool_10,103452978,247476.822629766
525,pool_10,103452999,418548.438081551
526,pool_10,103453013,261431.996573561
527,pool_10,103453082,482252.693940699
528,pool_10,103453131,255866.489128005
529,pool_10,103453198,124663.12453129
530,pool_10,103453301,285982.394025557
531,pool_10,103453402,515206.154268949
532,pool_10,103453480,409681.083639248
533,pool_10,103453520,397441.337218569
534,pool_10,103453590,227822.705129791
535,pool_10,103453635,505512.862601975
536,pool_10,103453644,207871.013857655
537,pool_10,103453736,300348.673299585
538,pool_10,103453751,258592.93286262
539,pool_10,103453752,203748.787528799
540,pool_10,103453837,309487.270170768
541,pool_10,103453865,203666.811862776
542,pool_10,103453913,252463.842910577
543,pool_10,103453931,136116.943983951
544,pool_10,103453944,253187.22982847
545,pool_10,103453976,595653.666225249
546,pool_10,103453983,228200.57519665
547,pool_10,103454112,307388.893437712
548,pool_10,103454144,168592.657777101
549,pool_10,103454154,357814.588355688
550,pool_10,103454156,269804.965869455
551,pool_10,103454176,207628.737716293
552,pool_10,103454225,289123.368429025
553,pool_10,103454313,344259.571369345
554,pool_10,103454326,441318.081878778
555,pool_10,103454343,354811.96616572
556,pool_10,103454386,347693.15353627
557,pool_10,103454390,267772.473553073
558,pool_10,103454403,141701.88994182
559,pool_10,103454560,293314.263117521
560,pool_10,103454753,384256.605401701
561,pool_10,103454771,179092.889177808
562,pool_10,103454854,284282.615711956
563,pool_10,103454913,235862.811009919
564,pool_10,103454916,504746.20338074
565,pool_10,103454941,260378.915900265
566,pool_10,103454950,333938.576917305
567,pool_10,103454965,339056.983710098
568,pool_10,103455016,354129.462465957
569,pool_10,103455074,210528.167991463
570,pool_10,103455147,287165.086931064
571,pool_10,103455161,266204.52008864
572,pool_10,103455172,321348.413681025
573,pool_10,103455206,281699.419004008
574,pool_10,103455213,350974.930067958
575,pool_10,103455267,240552.030271892
576,pool_10,103455326,255070.131751908
577,pool_10,103455360,425170.643951355
578,pool_10,103455434,350654.851266689
579,pool_10,103455445,249439.905533868
580,pool_10,103455451,325408.013636323
581,pool_10,103455465,343691.089378242
582,pool_10,103455473,252097.22965797
583,pool_10,103455552,362363.88682474
584,pool_10,103455593,236880.381326347
585,pool_10,103455594,352296.890376171
586,pool_10,103455620,235981.200057183
587,pool_10,103455637,115852.508136833
588,pool_10,103455730,178021.697520277
589,pool_10,103455842,206444.183273025
590,pool_10,103455938,488571.810012074
591,pool_10,103455948,481659.667807488
592,pool_10,103456063,428763.296321272
593,pool_10,103456086,244058.808889198
594,pool_10,103456101,224790.39114361
595,pool_10,103456240,366155.333230269
596,pool_10,103456328,207619.410671948
597,pool_10,103456415,192173.705991149
598,pool_10,103456424,299602.007969493
599,pool_10,103456436,385462.634177502
600,pool_10,103456456,169183.925646104
601,pool_10,103456492,448469.993971913
602,pool_10,103456586,628288.285478491
603,pool_10,103456626,470645.216006128
604,pool_10,103456724,178263.341238342
605,pool_10,103456850,291418.34856954
606,pool_10,103457001,294941.092552986
607,pool_10,103457097,262521.351807824
608,pool_10,103457189,338617.460087353
609,pool_10,103457263,213383.294688033
610,pool_10,103457297,324830.565954999
611,pool_10,103457360,314316.821095408
612,pool_10,103457479,343526.085694726
613,pool_10,103457482,309512.847003606
614,pool_10,103457500,230686.809896909
615,pool_10,103457506,304727.030217665
616,pool_10,103457516,206574.881726104
617,pool_10,103457542,104259.090802662
618,pool_10,103457565,438542.826328106
619,pool_10,103457615,313349.742156485
620,pool_10,103457617,162270.007490219
621,pool_10,103457634,170862.109170981
622,pool_10,103457636,271096.086215337
623,pool_10,103457667,509026.255502593
624,pool_10,103457715,616247.26987921
625,pool_10,103457753,204538.248164144
626,pool_10,103457832,262478.275800281
627,pool_10,103457848,331807.873932662
628,pool_10,103457886,249076.637188025
629,pool_10,103457998,358761.806731866
630,pool_10,103457999,211391.73024291
631,pool_10,103458016,615828.16585181
632,pool_10,103458024,236126.161401849
633,pool_10,103458033,261107.682262624
634,pool_10,103458038,178194.653209177
635,pool_10,103458049,222352.14119731
636,pool_10,103458081,110338.686657369
637,pool_10,103458113,131710.848732676
638,pool_10,103458123,641086.337262126
639,pool_10,103458172,218024.861489334
640,pool_10,103458268,681121.738868815
641,pool_10,103458280,160871.085827063
642,pool_10,103458311,467794.324684228
643,pool_10,103458341,323037.784762202
644,pool_10,103458349,248910.908794154
645,pool_10,103458368,211870.278492831
646,pool_10,103458420,482346.423636254
647,pool_10,103458553,227410.237488452
648,pool_10,103458557,358712.844665036
649,pool_10,103458634,208422.136476589
650,pool_10,103458695,257288.456344269
651,pool_10,103458697,336484.840530315
652,pool_10,103458726,148172.234251595
653,pool_10,103458750,266678.798951649
654,pool_10,103458766,363834.501013147
655,pool_10,103458866,321348.413629653
656,pool_10,103458889,156369.401455336
657,pool_10,103458907,388777.348564101
658,pool_10,103459092,249205.068081861
659,pool_10,103459108,297908.353917359
660,pool_10,103459144,438979.640406277
661,pool_10,103459225,181790.299592428
662,pool_10,103459297,167000.273888517
663,pool_10,103459345,127003.423973874
664,pool_10,103459359,299582.460437771
665,pool_10,103459389,292402.342744932
666,pool_10,103459405,214142.817761764
667,pool_10,103459531,264343.303741038
668,pool_10,103459806,266241.653110075
669,pool_10,103459874,326620.809725539
670,pool_10,103459914,242407.609144036
671,pool_10,103459942,162158.421232632
672,pool_10,103459945,200778.825616174
673,pool_10,103459989,342001.343430996
674,pool_10,103460108,399142.895269943
675,pool_10,103460138,462657.546509714
676,pool_10,103460182,290549.345007429
677,pool_10,103460218,265661.330691373
678,pool_10,103460307,120050.277910881
679,pool_10,103460348,726771.681927682
680,pool_10,103460452,287774.8265749
681,pool_10,103460474,367981.430218623
682,pool_10,103460520,478715.425656806
683,pool_10,103460525,359465.828158702
684,pool_10,103460630,406823.450978832
685,pool_10,103460710,245509.899633293
686,pool_10,103460715,656290.918133206
687,pool_10,103460733,203964.783643719
688,pool_10,103460798,281473.780000278
689,pool_10,103461078,321096.514725535
690,pool_10,103461218,257292.543195382
691,pool_10,103461369,347769.742525169
692,pool_10,103461387,285801.44619826
693,pool_10,103461436,224123.460413122
694,pool_10,103461640,236328.500968941
695,pool_10,103461663,198789.001260014
696,pool_10,103461664,368581.541949895
697,pool_10,103461705,375564.306185973
698,pool_10,103461758,297677.935059066
699,pool_10,103461786,281479.614766698
700,pool_10,103461790,264965.376643437
701,pool_10,103461803,169843.897704932
702,pool_10,103461930,676722.368721232
703,pool_10,103461933,219020.110253169
704,pool_10,103461998,297132.488629679
705,pool_10,103462075,317323.150142501
706,pool_10,103462278,292067.578279914
707,pool_10,103462293,184247.608572453
708,pool_10,103462296,346540.880547495
709,pool_10,103462403,192575.22428472
710,pool_10,103462475,128837.660205289
711,pool_10,103462482,353599.727517523
712,pool_10,103462572,313612.458574868
713,pool_10,103462601,603877.148753017
714,pool_10,103462619,276099.925786628
715,pool_10,103462709,312678.857989263
716,pool_10,103462737,387932.043653489
717,pool_10,103462778,355082.2611751
718,pool_10,103462794,577163.404691842
719,pool_10,103462836,377435.392472024
720,pool_10,103462847,323665.699879753
721,pool_10,103462959,279936.71403945
722,pool_10,103462984,204667.602177302
723,pool_10,103463162,228602.790721949
724,pool_10,103463167,116580.801708323
725,pool_10,103463486,237184.930433005
726,pool_10,103463727,204675.7270706
727,pool_10,103463832,261757.595677684
728,pool_10,103463879,215723.085102065
729,pool_10,103463887,197569.749241354
730,pool_10,103463940,168429.646095631
731,pool_10,103463949,290639.996136557
732,pool_10,103463957,272611.274514746
733,pool_10,103463977,477976.210225317
734,pool_10,103463987,219382.955495447
735,pool_10,103464023,190670.450305533
736,pool_10,103464120,526199.775437554
737,pool_10,103464131,304157.917746953
738,pool_10,103464240,461210.769724049
739,pool_10,103464354,604240.528927166
740,pool_10,103464432,272023.195342059
741,pool_10,103464519,254542.717910577
742,pool_10,103464577,121839.860967554
743,pool_10,103464598,222047.607643494
744,pool_10,103464711,254909.72965797
745,pool_10,103464723,451926.014730759
746,pool_10,103464816,177779.929528404
747,pool_10,103464945,374854.423338556
748,pool_10,103464991,474937.753740881
749,pool_10,103465014,388060.99197653
750,pool_10,103465057,277910.138811316
751,pool_10,103465183,163333.259474168
752,pool_10,103465234,212246.440992831
753,pool_10,103465237,201688.630308861
754,pool_10,103465311,115478.291753274
755,pool_10,103465315,180638.123098556
756,pool_10,103465330,292250.909709122
757,pool_10,103465344,165416.589013505
758,pool_10,103465438,399893.133040502
759,pool_10,103465466,270115.619286444
760,pool_10,103465470,203450.090168338
761,pool_10,103465636,286384.322221166
762,pool_10,103465812,223457.027411357
763,pool_10,103465817,189975.401557933
764,pool_10,103465900,201209.473577592
765,pool_10,103465908,358589.178773556
766,pool_10,103465973,260284.432892161
767,pool_10,103465999,406389.325856293
768,pool_10,103466066,302314.399445549
769,pool_10,103466226,294103.693309448
770,pool_10,103466233,190976.517420945
771,pool_10,103466234,244385.333736624
772,pool_10,103466400,251971.563800987
773,pool_10,103466438,257415.812696704
774,pool_10,103466547,195963.905835362
775,pool_10,103466632,183045.162690196
776,pool_10,103466726,306415.363396797
